label,message,cleaned,tokens
ham,Can you say what happen,say happen,"['say', 'happen']"
ham,You could have seen me..i did't recognise you Face.:),could seen mei didt recognise face,"['could', 'seen', 'mei', 'didt', 'recognise', 'face']"
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,well there lot things happen lindsay new years sighs bars ptbo blue heron someth going,"['well', 'there', 'lot', 'things', 'happen', 'lindsay', 'new', 'years', 'sighs', 'bars', 'ptbo', 'blue', 'heron', 'someth', 'going']"
ham,Keep my payasam there if rinu brings,keep payasam rinu brings,"['keep', 'payasam', 'rinu', 'brings']"
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,taught ranjith sir call sms like becaus hes verify project prabu told today pa dont mistake,"['taught', 'ranjith', 'sir', 'call', 'sms', 'like', 'becaus', 'hes', 'verify', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistake']"
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",guess thats worry must know there way body repairs im quite sure shouldnt worry well take slow first tests guide ovula relax noth youve said reason worry ill keep followin,"['guess', 'thats', 'worry', 'must', 'know', 'there', 'way', 'body', 'repairs', 'im', 'quite', 'sure', 'shouldnt', 'worry', 'well', 'take', 'slow', 'first', 'tests', 'guide', 'ovula', 'relax', 'noth', 'youve', 'said', 'reason', 'worry', 'ill', 'keep', 'followin']"
ham,"Yeah sure, give me a couple minutes to track down my wallet",yeah sure give couple minute track wallet,"['yeah', 'sure', 'give', 'couple', 'minute', 'track', 'wallet']"
ham,Hey leave it. not a big deal:-) take care.,hey leave big deal take care,"['hey', 'leave', 'big', 'deal', 'take', 'care']"
ham,Hey i will be late ah... Meet you at 945+,hey late ah meet,"['hey', 'late', 'ah', 'meet']"
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double mins txts months free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx,"['double', 'mins', 'txts', 'months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call', 'mobileupd', 'calloptoutndx']"
ham,It took Mr owl 3 licks,took mr owl licks,"['took', 'mr', 'owl', 'licks']"
ham,Customer place i will call you.,customer place call,"['customer', 'place', 'call']"
ham,Mm that time you dont like fun,mm time dont like fun,"['mm', 'time', 'dont', 'like', 'fun']"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt,"['mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phone', 'free', 'phone', 'mths', 'call', 'mobilesdirect', 'free', 'update', 'orstoptxt']"
ham,Yup having my lunch buffet now.. U eat already?,yup lunch buffet eat already,"['yup', 'lunch', 'buffet', 'eat', 'already']"
ham,Huh so late... Fr dinner?,huh late fr dinner,"['huh', 'late', 'fr', 'dinner']"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,hey sat going intro pilate kickbox,"['hey', 'sat', 'going', 'intro', 'pilate', 'kickbox']"
ham,Morning only i can ok.,morn ok,"['morn', 'ok']"
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,yes think office lap room think thats last days didnt shut,"['yes', 'think', 'office', 'lap', 'room', 'think', 'thats', 'last', 'days', 'didnt', 'shut']"
ham,Pick you up bout 7.30ish? What time are  and that going?,pick bout ish time going,"['pick', 'bout', 'ish', 'time', 'going']"
ham,From here after The performance award is calculated every two month.not for current one month period..,performance award calculat every two monthnot current one month period,"['performance', 'award', 'calculat', 'every', 'two', 'monthnot', 'current', 'one', 'month', 'period']"
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,actual sleep still might call back text gr rock sis send text wen wake,"['actual', 'sleep', 'still', 'might', 'call', 'back', 'text', 'gr', 'rock', 'sis', 'send', 'text', 'wen', 'wake']"
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",always putt busi put picture ass facebook one open people ive ever met would think picture room would hurt make feel violat,"['always', 'putt', 'busi', 'put', 'picture', 'ass', 'facebook', 'one', 'open', 'people', 'ive', 'ever', 'met', 'would', 'think', 'picture', 'room', 'would', 'hurt', 'make', 'feel', 'violat']"
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",good even sir al salam wahleykkumshar happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india,"['good', 'even', 'sir', 'al', 'salam', 'wahleykkumshar', 'happy', 'newsby', 'grace', 'god', 'got', 'offer', 'tayseertissco', 'joinedhope', 'fineinshah', 'allahmeet', 'sometimerakheshvisitor', 'india']"
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,hmmmkbut want change field quick dai wanna get system administrator network administrator,"['hmmmkbut', 'want', 'change', 'field', 'quick', 'dai', 'wanna', 'get', 'system', 'administrator', 'network', 'administrator']"
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",free ringtone text first poly text get true tone help st free tone xpw end txt stop,"['free', 'ringtone', 'text', 'first', 'poly', 'text', 'get', 'true', 'tone', 'help', 'st', 'free', 'tone', 'xpw', 'end', 'txt', 'stop']"
ham,Dear how is chechi. Did you talk to her,dear chechi talk,"['dear', 'chechi', 'talk']"
ham,The hair cream has not been shipped.,hair cream shipp,"['hair', 'cream', 'shipp']"
ham,None of that's happening til you get here though,none thats happen til get though,"['none', 'thats', 'happen', 'til', 'get', 'though']"
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",yep great loxahatchee xmas tree burn ltgt starts hour,"['yep', 'great', 'loxahatchee', 'xmas', 'tree', 'burn', 'ltgt', 'starts', 'hour']"
ham,"Haha get used to driving to usf man, I know a lot of stoners",haha get used driv usf man know lot stoner,"['haha', 'get', 'used', 'driv', 'usf', 'man', 'know', 'lot', 'stoner']"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,well slight disastrous class pm fav darl hope day ok coffee wld good cant stay late tomorrow time place always,"['well', 'slight', 'disastrous', 'class', 'pm', 'fav', 'darl', 'hope', 'day', 'ok', 'coffee', 'wld', 'good', 'cant', 'stay', 'late', 'tomorrow', 'time', 'place', 'always']"
ham,Hello! Good week? Fancy a drink or something later?,hello good week fancy drink someth later,"['hello', 'good', 'week', 'fancy', 'drink', 'someth', 'later']"
ham,Headin towards busetop,headin towards busetop,"['headin', 'towards', 'busetop']"
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesome text miss sendername miss number miss sentdate miss miss lot thats everyth miss sent via fullonsmscom,"['messagesome', 'text', 'miss', 'sendername', 'miss', 'number', 'miss', 'sentdate', 'miss', 'miss', 'lot', 'thats', 'everyth', 'miss', 'sent', 'via', 'fullonsmscom']"
ham,Come by our room at some point so we can iron out the plan for this weekend,come room point iron plan weekend,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
ham,Cos i want it to be your thing,cos want thing,"['cos', 'want', 'thing']"
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",okie ill go yan jiu skip ard oso go cine den go mrt one blah blah blah,"['okie', 'ill', 'go', 'yan', 'jiu', 'skip', 'ard', 'oso', 'go', 'cine', 'den', 'go', 'mrt', 'one', 'blah', 'blah', 'blah']"
ham,Bring home some Wendy =D,bring home wendy,"['bring', 'home', 'wendy']"
spam,100 dating service cal;l 09064012103 box334sk38ch,dat service call boxskch,"['dat', 'service', 'call', 'boxskch']"
ham,Whatsup there. Dont u want to sleep,whatsup dont want sleep,"['whatsup', 'dont', 'want', 'sleep']"
ham,Alright i have a new goal now,alright new goal,"['alright', 'new', 'goal']"
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry week competi text word win tc wwwtxttowincouk,"['free', 'entry', 'week', 'competi', 'text', 'word', 'win', 'tc', 'wwwtxttowincouk']"
ham,"Alright, I'll head out in a few minutes, text me where to meet you",alright ill head minute text meet,"['alright', 'ill', 'head', 'minute', 'text', 'meet']"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads,"['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ads']"
ham,Yes:)from last week itself i'm taking live call.,yesfrom last week im tak live call,"['yesfrom', 'last', 'week', 'im', 'tak', 'live', 'call']"
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,someone contact dat service enter phone fancy find call landline poboxntfp,"['someone', 'contact', 'dat', 'service', 'enter', 'phone', 'fancy', 'find', 'call', 'landline', 'poboxntfp']"
ham,Siva is in hostel aha:-.,siva hostel aha,"['siva', 'hostel', 'aha']"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number award prize guarantee call land line claim valid hrs,"['urgent', 'mobile', 'number', 'award', 'prize', 'guarantee', 'call', 'land', 'line', 'claim', 'valid', 'hrs']"
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,send ur friends receive someth ur voice speak expression childish naughty senti rowdy ful attitude romantic shy attractive funny ltgt irritat ltgt lovable rep,"['send', 'ur', 'friends', 'receive', 'someth', 'ur', 'voice', 'speak', 'expression', 'childish', 'naughty', 'senti', 'rowdy', 'ful', 'attitude', 'romantic', 'shy', 'attractive', 'funny', 'ltgt', 'irritat', 'ltgt', 'lovable', 'rep']"
ham,Ok. She'll be ok. I guess,ok shell ok guess,"['ok', 'shell', 'ok', 'guess']"
ham,aathi..where are you dear..,aathiwhere dear,"['aathiwhere', 'dear']"
ham,Any pain on urination any thing else?,any pain urina any thing else,"['any', 'pain', 'urina', 'any', 'thing', 'else']"
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,esplanade mind giv lift cos got car today,"['esplanade', 'mind', 'giv', 'lift', 'cos', 'got', 'car', 'today']"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,"['wnt', 'buy', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'shortage', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'prob']"
ham,At home watching tv lor.,home watch tv lor,"['home', 'watch', 'tv', 'lor']"
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,usual take fifteen fuck minute respond yes ques,"['usual', 'take', 'fifteen', 'fuck', 'minute', 'respond', 'yes', 'ques']"
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia video camera phone call calls cost ppm ave call mins vary mobile close post bcm ldn wcnxx,"['congrats', 'nokia', 'video', 'camera', 'phone', 'call', 'calls', 'cost', 'ppm', 'ave', 'call', 'mins', 'vary', 'mobile', 'close', 'post', 'bcm', 'ldn', 'wcnxx']"
ham,Booked ticket for pongal?,book ticket pongal,"['book', 'ticket', 'pongal']"
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,available im like right around hillsborough amp ltgt th,"['available', 'im', 'like', 'right', 'around', 'hillsborough', 'amp', 'ltgt', 'th']"
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin ltgt dollars shoul pay ltgt ltgt,"['message', 'sent', 'askin', 'ltgt', 'dollars', 'shoul', 'pay', 'ltgt', 'ltgt']"
ham,"Ask g or iouri, I've told the story like ten times already",ask iouri ive told story like ten time already,"['ask', 'iouri', 'ive', 'told', 'story', 'like', 'ten', 'time', 'already']"
ham,How long does applebees fucking take,long applebee fuck take,"['long', 'applebee', 'fuck', 'take']"
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",hi hope get txtjourney hasnt gdnow mins late think,"['hi', 'hope', 'get', 'txtjourney', 'hasnt', 'gdnow', 'mins', 'late', 'think']"
ham,But i have to. I like to have love and arrange.,like love arrange,"['like', 'love', 'arrange']"
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yeshe real greatbhaji told kallis best cricketer sachin worldvery tough get,"['yeshe', 'real', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'worldvery', 'tough', 'get']"
ham,You were supposed to wake ME up &gt;:(,suppos wake gt,"['suppos', 'wake', 'gt']"
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,oic saw tot din found group liao,"['oic', 'saw', 'tot', 'din', 'found', 'group', 'liao']"
ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']"
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx,"['hey', 'hey', 'werethe', 'monkeespeople', 'say', 'monkeyaround', 'howdy', 'gorgeous', 'howu', 'doin', 'foundurself', 'jobyet', 'sausagelove', 'jen', 'xxx']"
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come im gett gram where place,"['sorry', 'battery', 'died', 'come', 'im', 'gett', 'gram', 'where', 'place']"
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm,"['well', 'done', 'blimey', 'exercise', 'yeah', 'kinda', 'remember', 'wot', 'hmm']"
ham,I wont get concentration dear you know you are my mind and everything :-),wont get concentra dear know mind everyth,"['wont', 'get', 'concentra', 'dear', 'know', 'mind', 'everyth']"
ham,LOL ... Have you made plans for new years?,lol made plans new years,"['lol', 'made', 'plans', 'new', 'years']"
ham,10 min later k...,min later,"['min', 'later']"
ham,hanks lotsly!,hanks lots,"['hanks', 'lots']"
ham,Thanks for this hope you had a good day today,thanks hope good day today,"['thanks', 'hope', 'good', 'day', 'today']"
ham,K:)k:)what are detail you want to transfer?acc no enough?,kkwhat detail want transferacc enough,"['kkwhat', 'detail', 'want', 'transferacc', 'enough']"
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok tell stay yeah tough optimistic things improve month,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimistic', 'things', 'improve', 'month']"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan any purpose homeowner tenants welcome previous refus still help call free text back help,"['loan', 'any', 'purpose', 'homeowner', 'tenants', 'welcome', 'previous', 'refus', 'still', 'help', 'call', 'free', 'text', 'back', 'help']"
ham,Si si. I think ill go make those oreo truffles.,si si think ill go make oreo truffle,"['si', 'si', 'think', 'ill', 'go', 'make', 'oreo', 'truffle']"
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",look amy ure beautiful intelligent woman like lot know dont like like dont worry,"['look', 'amy', 'ure', 'beautiful', 'intelligent', 'woman', 'like', 'lot', 'know', 'dont', 'like', 'like', 'dont', 'worry']"
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,hope thats result consistent intelligent kind start ask practicum links keep ears open best ttyl,"['hope', 'thats', 'result', 'consistent', 'intelligent', 'kind', 'start', 'ask', 'practicum', 'links', 'keep', 'ears', 'open', 'best', 'ttyl']"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",call cost guess isnt bad miss ya need ya want ya love ya,"['call', 'cost', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,going thru different feelingwaver decis cop individualtime heal everyth believe,"['going', 'thru', 'different', 'feelingwaver', 'decis', 'cop', 'individualtime', 'heal', 'everyth', 'believe']"
ham,Where did u go? My phone is gonna die you have to stay in here,go phone gonna die stay,"['go', 'phone', 'gonna', 'die', 'stay']"
ham,Great. Never been better. Each day gives even more reasons to thank God,great never better day give even reasons thank god,"['great', 'never', 'better', 'day', 'give', 'even', 'reasons', 'thank', 'god']"
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer may claim free camera phone upgrade loyalty call offer ends th july tcs app optout available,"['upgrdcentre', 'orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'ends', 'th', 'july', 'tcs', 'app', 'optout', 'available']"
ham,"Sorry, I'll call later ok bye",sorry ill call later ok bye,"['sorry', 'ill', 'call', 'later', 'ok', 'bye']"
ham,Ok i am on the way to railway,ok way railway,"['ok', 'way', 'railway']"
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess love giv receiv oral doggy style fave posi enjoy mak love ltgt time per night,"['great', 'princess', 'love', 'giv', 'receiv', 'oral', 'doggy', 'style', 'fave', 'posi', 'enjoy', 'mak', 'love', 'ltgt', 'time', 'per', 'night']"
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,dont put stuff roads keep gett slippery,"['dont', 'put', 'stuff', 'roads', 'keep', 'gett', 'slippery']"
ham,When are you going to ride your bike?,going ride bike,"['going', 'ride', 'bike']"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup need ill jus wait rain stop,"['yup', 'need', 'ill', 'jus', 'wait', 'rain', 'stop']"
ham,There are many company. Tell me the language.,many company tell language,"['many', 'company', 'tell', 'language']"
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect tenerife holiday cash award call landline tcs sae box cwwx ppm,"['okmail', 'dear', 'dave', 'final', 'notice', 'collect', 'tenerife', 'holiday', 'cash', 'award', 'call', 'landline', 'tcs', 'sae', 'box', 'cwwx', 'ppm']"
ham,"How long has it been since you screamed, princess?",long since scream princess,"['long', 'since', 'scream', 'princess']"
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",noth meant money enter account bank remove flat rate someone transfer ltgt account ltgt dollars got remov banks differ charge also differbe sure trust ja person send account details cos,"['noth', 'meant', 'money', 'enter', 'account', 'bank', 'remove', 'flat', 'rate', 'someone', 'transfer', 'ltgt', 'account', 'ltgt', 'dollars', 'got', 'remov', 'banks', 'differ', 'charge', 'also', 'differbe', 'sure', 'trust', 'ja', 'person', 'send', 'account', 'details', 'cos']"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want get laid tonight want real dogg locat sent direct ur mob join uks largest dogg network txt moan nyt eca pmsgp,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogg', 'locat', 'sent', 'direct', 'ur', 'mob', 'join', 'uks', 'largest', 'dogg', 'network', 'txt', 'moan', 'nyt', 'eca', 'pmsgp']"
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz dont cum time infront wise trust good,"['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', 'time', 'infront', 'wise', 'trust', 'good']"
ham,Ok I'm gonna head up to usf in like fifteen minutes,ok im gonna head usf like fifteen minute,"['ok', 'im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minute']"
ham,Love you aathi..love u lot..,love aathilove lot,"['love', 'aathilove', 'lot']"
ham,Tension ah?what machi?any problem?,tension ahwhat machiany problem,"['tension', 'ahwhat', 'machiany', 'problem']"
ham,"K, can I pick up another 8th when you're done?",pick another th youre done,"['pick', 'another', 'th', 'youre', 'done']"
ham,When're you guys getting back? G said you were thinking about not staying for mcr,whenre guys gett back said think stay mcr,"['whenre', 'guys', 'gett', 'back', 'said', 'think', 'stay', 'mcr']"
ham,"Almost there, see u in a sec",almost see sec,"['almost', 'see', 'sec']"
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos friends already ask work weekend,"['yo', 'carlos', 'friends', 'already', 'ask', 'work', 'weekend']"
ham,Watching tv lor...,watch tv lor,"['watch', 'tv', 'lor']"
ham,Thank you baby! I cant wait to taste the real thing...,thank baby cant wait taste real thing,"['thank', 'baby', 'cant', 'wait', 'taste', 'real', 'thing']"
ham,You should change your fb to jaykwon thuglyfe falconerf,change fb jaykwon thuglyfe falconerf,"['change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']"
ham,If we win its really no 1 side for long time.,win real side long time,"['win', 'real', 'side', 'long', 'time']"
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate free text message reply message word free terms condit visit wwwcom,"['free', 'message', 'activate', 'free', 'text', 'message', 'reply', 'message', 'word', 'free', 'terms', 'condit', 'visit', 'wwwcom']"
ham,Dear reached railway. What happen to you,dear reach railway happen,"['dear', 'reach', 'railway', 'happen']"
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends quality want type sent boye fad glory want ralphs maybe,"['depends', 'quality', 'want', 'type', 'sent', 'boye', 'fad', 'glory', 'want', 'ralphs', 'maybe']"
ham,I think i've fixed it can you send a test message?,think ive fix send test message,"['think', 'ive', 'fix', 'send', 'test', 'message']"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man accounts dry would want could trade back half could buy shit credit card,"['sorry', 'man', 'accounts', 'dry', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats year special cinema pass call suprman matrix starwars etc free bxipwe pm dont miss,"['congrats', 'year', 'special', 'cinema', 'pass', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bxipwe', 'pm', 'dont', 'miss']"
ham,"Sorry,in meeting I'll call later",sorryin meet ill call later,"['sorryin', 'meet', 'ill', 'call', 'later']"
ham,What class of  &lt;#&gt;  reunion?,class ltgt reunion,"['class', 'ltgt', 'reunion']"
ham,Are you free now?can i call now?,free nowcan call,"['free', 'nowcan', 'call']"
ham,Got meh... When?,got meh,"['got', 'meh']"
ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope think go monday sorry reply late,"['nope', 'think', 'go', 'monday', 'sorry', 'reply', 'late']"
ham,Some of them told accenture is not confirm. Is it true.,told accenture confirm true,"['told', 'accenture', 'confirm', 'true']"
ham,"Kate jackson rec center before 7ish, right?",kate jackson rec center ish right,"['kate', 'jackson', 'rec', 'center', 'ish', 'right']"
ham,Dear i have reache room,dear reache room,"['dear', 'reache', 'room']"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easy either win lose bt fightng close dificult lose lose win still lose,"['fight', 'world', 'easy', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'dificult', 'lose', 'lose', 'win', 'still', 'lose']"
ham,When can ü come out?,come,['come']
ham,Check with nuerologist.,check nuerologist,"['check', 'nuerologist']"
ham,Lolnice. I went from a fish to ..water.?,lolnice went fish water,"['lolnice', 'went', 'fish', 'water']"
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulat weeks competi draw prize claim call tcsstop sms ppm,"['congratulat', 'weeks', 'competi', 'draw', 'prize', 'claim', 'call', 'tcsstop', 'sms', 'ppm']"
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,wait car dats bor wat cos wait outside got noth home stuff watch tv wat,"['wait', 'car', 'dats', 'bor', 'wat', 'cos', 'wait', 'outside', 'got', 'noth', 'home', 'stuff', 'watch', 'tv', 'wat']"
ham,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house,"['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']"
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,know hows anthony bring money ive school fees pay rent stuff like thats need help friend need,"['know', 'hows', 'anthony', 'bring', 'money', 'ive', 'school', 'fees', 'pay', 'rent', 'stuff', 'like', 'thats', 'need', 'help', 'friend', 'need']"
ham,What's the significance?,whats significance,"['whats', 'significance']"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character matur stylish simple pls rep,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matur', 'stylish', 'simple', 'pls', 'rep']"
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",latest gs still scrounge ammo want give new ak try,"['latest', 'gs', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']"
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory,"['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']"
ham,Lol ok your forgiven :),lol ok forgiven,"['lol', 'ok', 'forgiven']"
ham,No..jst change tat only..,nojst change tat,"['nojst', 'change', 'tat']"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guarantee latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,"['guarantee', 'latest', 'nokia', 'phone', 'gb', 'ipod', 'mp', 'player', 'prize', 'txt', 'word', 'collect', 'ibhltd', 'ldnwh', 'pmtmsgrcvd']"
